0,1,2
2.1658,4.1376,2.0396
1.952,7.1215,5.7523
1.0845,5.3174,4.4058
-0.6902,-2.3976,-1.2643
-2.5998,-10.5743,-5.8005
-2.6799,-12.1893,-5.1344
0.2224,-6.8193,-0.2058
3.8992,0.8196,4.7306
4.9748,7.7271,6.167
4.0734,13.6019,4.809
4.6569,18.6364,4.8657
6.6311,21.4082,7.7302
6.2063,16.352,8.391
1.8994,0.1692,2.4667
-3.384,-16.0435,-5.5614
-5.2751,-15.4307,-7.0846
-1.9044,-0.1014,-1.1836
2.998,10.9513,4.4012
3.5211,9.9129,4.2411
0.2027,4.9385,0.9386
-0.6981,-0.3297,-1.2582
2.5118,-7.5039,-1.6177
5.2662,-8.8216,0.0668
4.5875,2.5923,3.9723
1.7986,14.9868,6.7384
0.1074,14.2764,5.51
2.296,6.8722,3.7818
5.9597,5.149,4.6408
3.9522,5.5578,3.5803
-3.5467,-0.224,-2.4524
-6.1389,-8.0546,-6.9458
-0.5191,-9.1148,-4.5093
2.9103,-3.1294,-0.3852
-1.1227,2.8581,-0.624
-4.0234,2.8412,-2.2334
-0.1166,-0.7297,-0.0451
5.1324,1.3521,4.813
6.9511,9.6643,7.5473
5.4398,10.4547,5.0877
-0.3321,-2.6317,-1.5131
-8.2631,-14.4013,-6.6492
-9.526,-11.3288,-5.2547
-1.2846,-1.829,0.2393
6.0987,2.3087,3.0485
4.6693,4.0078,1.4185
0.5237,7.4082,-0.6825
1.3487,8.3077,-0.1915
3.9764,5.2298,2.0331
2.3687,0.6523,2.7926
-1.7828,-5.8392,0.1815
-3.6124,-10.233,-2.9796
-2.9532,-3.404,-2.2013
-1.7717,10.3593,1.6379
0.2713,13.0846,3.4261
2.5634,-0.2253,1.4366
1.8235,-12.9952,-1.3447
-1.7465,-10.7125,-2.1139
-3.2553,0.7803,-0.9834
-1.3415,6.0521,-0.0519
0.2976,1.2699,-0.6393
0.6264,-3.2378,-1.2843
1.4656,-0.4177,-0.1628
1.4195,3.3095,1.4101
-1.6111,-0.0598,0.8714
-5.7138,-7.4387,-2.0822
-8.8727,-12.2214,-6.413
-10.9692,-15.7375,-10.6327
-9.8065,-19.9114,-11.3848
-4.1451,-17.6998,-6.6841
1.1167,-5.0556,-0.7613
2.2136,7.0178,1.1056
3.1617,7.5293,0.8448
6.4701,2.6049,2.9582
6.3901,3.1866,5.3809
-0.2143,6.721,3.6142
-6.418,5.097,-0.4117
-6.1271,0.1324,-1.9534
-2.8309,-2.0516,-1.3996
-1.7689,-3.4795,-1.8592
-2.5444,-10.134,-3.7576
-3.8025,-20.0981,-6.3494
-6.6451,-23.4557,-9.256
-10.05,-15.3809,-10.6715
-10.0351,-5.6654,-9.2256
-5.5535,-6.398,-6.5327
-0.1846,-11.2982,-3.7665
2.5425,-4.0028,0.3175
2.3295,12.8235,5.0393
1.3924,19.0142,7.01
2.1379,9.0944,5.5951
4.4605,0.03,4.1443
5.2769,3.9365,4.6209
1.8734,11.7019,4.4084
-4.5409,8.2245,0.0406
-9.4443,-7.2664,-6.9777
-9.735,-21.3754,-10.9782
-7.3744,-23.4468,-9.9793
-6.5541,-17.4066,-8.515
-7.7497,-14.1529,-9.7962
-7.358,-15.3105,-10.0936
-3.0299,-11.7559,-5.0645
3.0914,0.9026,2.8118
6.6534,13.9312,7.6538
5.624,17.082,7.7248
2.1311,11.5518,5.4294
-0.7333,4.6714,2.1965
-3.2508,-3.4123,-2.8041
-7.9662,-17.3118,-9.4505
-14.0142,-30.9136,-14.3884
-15.9433,-29.3992,-13.4688
-10.666,-12.9693,-7.2492
-2.4576,-0.6233,-1.4043
2.9508,-0.9031,0.9308
5.7109,-0.0956,2.8347
8.0272,10.0869,6.166
7.7782,17.2676,7.0884
2.954,12.1507,3.499
-2.4824,3.3414,-0.6062
-4.4872,-2.1204,-2.594
-5.4227,-9.161,-4.7957
-7.6846,-16.6268,-6.8848
-7.2857,-13.3926,-4.2951
-1.4327,-0.2805,2.0343
4.2619,7.8526,4.8649
3.8184,6.0415,2.4095
-0.2541,2.8888,0.0134
-2.0495,1.8319,-0.1473
-0.4105,-0.3571,-0.177
-1.1742,-0.4632,-0.2478
-2.0676,-8.8693,-3.8171
-3.6261,-10.8238,-5.5842
-5.8919,-7.5787,-5.613
-7.1641,-5.3707,-4.8203
-4.2612,-4.6037,-2.2789
2.8744,1.371,3.2396
8.2669,12.458,8.6461
7.0399,17.2427,8.8033
2.5441,10.1555,4.1701
0.2944,1.4972,0.3593
0.1001,1.2144,0.0429
-0.4694,4.4528,0.5729
-1.6616,1.708,-1.0708
-3.6472,-7.1641,-4.6926
-6.3917,-15.754,-7.5295
-7.3538,-19.2398,-7.1154
-4.4483,-14.8746,-3.5574
0.5581,-1.9124,1.4528
4.4199,14.1966,6.5046
5.8395,23.4308,9.8645
5.3756,21.03,9.3928
3.4258,11.0627,4.702
-0.3858,-0.5417,-2.0735
-5.0707,-9.7599,-7.4672
-7.4411,-12.8217,-8.4311
-6.0228,-9.7317,-5.3074
-3.6944,-7.0503,-2.5002
-3.5398,-9.2751,-3.1143
-4.2317,-11.7329,-4.5703
-2.1461,-7.6662,-2.5953
3.3656,3.0222,2.7699
8.9915,14.9633,8.0077
11.2008,22.349,10.6507
8.8135,21.6975,10.0329
2.4246,12.8263,5.492
-5.1859,-0.7137,-2.1634
-9.0274,-12.2063,-8.4338
-7.3064,-16.5479,-9.2708
-4.7475,-15.7085,-6.6502
-4.9423,-14.4695,-4.8842
-4.0897,-11.256,-3.3675
1.3394,-0.5857,1.1884
7.1102,14.7605,7.3989
7.6727,21.4165,9.5124
4.0461,11.1228,4.8071
0.7379,-5.0217,-2.1689
-0.3612,-8.9065,-4.3799
-0.4523,-0.4507,-1.0669
-1.2041,4.4504,1.5059
-2.853,-0.5978,-0.6859
-4.174,-5.6586,-4.0423
-4.1447,-2.9419,-3.8176
-2.8639,1.7148,-1.2592
-0.7622,-0.4265,-0.3149
1.6233,-6.23,-0.6936
3.2109,-5.0776,0.6794
3.0142,3.2264,2.9525
1.0509,6.814,1.9585
-1.3458,0.3922,-2.1764
-1.8456,-6.6451,-3.7882
0.5848,-4.48,0.0173
3.4745,3.8623,4.6316
3.5255,8.0815,4.5392
1.0228,5.2882,0.9264
-1.126,2.8374,-1.0558
-1.1529,4.8643,0.0143
0.7492,4.0595,0.9113
2.5523,-5.3946,-0.8317
1.0239,-14.3473,-3.8555
-3.4013,-10.5607,-4.9125
-4.1696,1.3252,-2.2405
2.4312,6.3349,2.5057
9.1111,2.139,5.2388
7.0091,-0.0325,3.6476
-0.4122,4.4626,0.5129
-2.7855,8.2138,0.4667
1.2451,6.6746,3.278
3.6805,3.6162,3.7602
0.5381,-0.4799,-0.8363
-3.5797,-9.8997,-6.7097
-4.0266,-19.2955,-8.2466
-2.2577,-15.4183,-4.7723
-1.7297,0.0784,-0.8163
-2.1101,8.4274,-0.0908
-0.7353,2.0289,-1.0365
2.5102,-4.2151,0.3241
5.1924,1.9698,4.2538
5.9623,12.0517,6.7422
5.6688,13.4911,5.5987
5.5859,8.9422,3.5892
5.398,6.3141,3.0324
3.1868,2.789,1.6611
-1.0755,-5.8136,-1.9174
-3.7658,-11.007,-4.1318
-2.7779,-4.7792,-2.8818
-0.8429,3.6972,-1.5257
-0.0653,2.1887,-1.997
0.9422,-4.9753,-1.4336
1.9495,-6.7932,1.2075
0.6663,-2.989,2.6484
-1.5329,0.1898,1.2088
-0.723,0.7426,-0.6169
2.9228,0.7909,-0.2329
5.1952,2.5895,1.7811
4.1439,5.7394,2.9422
2.7323,6.5422,2.362
4.125,3.4367,1.5973
6.0596,0.6536,1.4615
3.7757,1.9732,1.0121
-1.4606,5.6587,0.7117
-3.1867,7.2889,1.7263
-0.4576,2.2584,1.6574
0.1494,-10.4754,-2.5246
-4.0347,-21.6282,-7.5233
-6.1618,-17.5665,-6.6752
-0.2064,1.7163,0.6719
8.9699,20.216,8.3196
11.4955,23.8569,10.3048
5.1688,13.1111,5.3954
-2.7498,-0.8682,-2.4442
-4.7651,-7.6254,-6.3529
-0.8292,-6.8723,-3.4722
2.4477,-5.9615,0.6162
-0.4268,-7.3472,-0.7548
-6.4427,-6.6834,-5.4896
-7.0044,-3.1231,-5.9004
0.382,0.2784,0.1015
2.1806,8.4617,3.3869
3.2425,12.2713,5.8967
-1.0365,9.0614,3.1992
-4.7554,5.0425,-0.5659
-2.7927,4.6546,-0.6526
-0.7585,0.3095,-0.2866
-3.3717,-9.4792,-2.9248
-5.8762,-11.1613,-4.8232
-3.3781,1.2341,-1.6835
1.9545,12.3563,3.7219
5.6944,8.4245,5.5183
6.0094,-0.4684,3.1486
4.1882,3.6619,1.9496
3.7719,18.8947,5.4605
6.4824,28.1922,10.2991
8.3202,23.7464,10.4605
4.4706,10.8059,4.7628
-2.1146,-3.0788,-1.751
-3.9675,-9.7292,-3.5433
-1.0239,-4.4416,-1.0119
-0.2917,3.9591,0.6132
-3.2492,2.9677,-0.9299
-4.0589,-4.0818,-2.3915
-0.7379,-5.5302,-1.3492
2.3539,-0.151,0.6912
3.5453,7.5955,3.144
5.8921,16.6864,7.4807
8.9483,21.6934,11.2064
7.0782,14.0267,8.4024
-0.4954,-1.059,-0.0844
-5.8139,-7.2487,-5.1274
-3.7726,-0.6138,-2.4576
0.3661,6.3708,1.329
0.7487,4.7035,0.3774
-0.871,-1.8312,-2.3506
-1.6387,-7.2059,-3.049
-2.4681,-10.8782,-3.4273
-2.901,-12.7731,-4.5802
-0.3207,-8.4143,-2.8348
3.8768,5.3246,3.5536
4.9726,20.8117,9.1719
2.5627,23.5794,7.9553
1.5072,10.6507,2.2839
3.9692,-2.7575,-0.0732
5.3042,-2.5347,2.513
1.2087,5.9695,3.8034
-4.6782,7.1173,0.1881
-5.7956,-3.994,-4.5653
-2.9373,-17.6875,-6.7516
-2.5557,-22.8253,-7.4725
-5.3868,-16.6076,-7.3746
-4.7433,-3.8684,-3.974
1.6393,6.9946,2.0392
6.2385,9.9616,4.9089
3.4231,7.4424,2.5849
-1.1644,5.7868,0.3815
-0.2774,4.7618,1.7677
3.046,0.6063,3.0298
2.0187,-3.3302,1.0532
-2.2165,-1.5765,-1.3978
-4.3231,1.8761,-1.8943
-3.7537,-0.4968,-2.3643
-2.7655,-7.6458,-4.1713
-1.5797,-13.6374,-5.6378
0.0967,-15.6812,-5.2754
1.4789,-12.1506,-2.8776
1.7251,-2.4714,0.8373
0.4016,7.9122,3.3815
-1.5296,11.5071,2.8308
-1.7813,7.1657,0.9222
-0.0687,-0.6988,0.1747
1.1663,-6.8774,-0.0267
0.5523,-7.9504,-1.4971
-0.9027,-5.238,-3.7496
-1.9181,-3.0748,-4.4496
-1.9418,-2.1246,-2.6146
-1.6024,-1.1813,-0.6633
-2.7728,-4.6059,-2.2073
-5.9855,-16.0622,-7.1831
-8.5307,-25.9832,-10.8055
-6.9465,-20.4835,-8.4989
-0.5463,-2.6108,-0.7973
7.3339,11.2223,7.2081
10.8495,14.1357,10.4364
6.9783,11.654,7.7544
0.1242,6.9355,2.3758
-2.6366,-0.22,-1.5464
-1.379,-6.7129,-3.3796
-2.9674,-11.4317,-6.1407
-9.5336,-17.5395,-10.8348
-13.8229,-22.4195,-13.227
-10.1586,-19.4151,-10.0849
-3.6578,-12.4198,-5.4141
-1.3599,-10.8046,-4.1111
-0.4764,-10.3635,-3.2241
4.3261,-0.6011,1.8156
8.2379,12.0233,6.7719
3.6753,11.5186,4.701
-5.0384,-0.845,-2.0766
-7.2851,-8.6747,-5.6385
-2.0123,-4.7417,-3.4338
2.7487,3.0522,0.9563
2.1944,4.482,3.0052
-1.1166,-3.1537,0.4971
-2.4768,-12.453,-3.8219
-0.4258,-12.6802,-4.3881
1.8421,-4.2443,-1.0128
0.6384,1.1546,0.6024
-2.8536,-0.7241,-1.2426
-4.5742,-2.0452,-2.2509
-3.8129,-1.0759,-1.5999
-3.209,-6.1053,-3.6336
-4.002,-16.1261,-8.2852
-4.5882,-17.6602,-9.2889
-2.9932,-7.4223,-4.4577
0.262,0.8526,0.5015
2.2787,-0.6496,1.3285
1.4898,-3.2623,0.501
-1.0032,-1.891,-0.1141
-3.9627,-3.9469,-2.8878
-5.3111,-9.4143,-6.3237
-1.2989,-5.906,-3.6369
6.7654,7.7236,5.2612
10.0774,16.668,10.8414
4.1136,14.1903,7.6903
-3.9902,8.1557,1.3161
-5.4835,3.6953,-1.4792
-0.2888,-0.9415,-0.3969
-1.6833,-0.6829,-1.6484
-0.8276,14.8696,1.2831
-5.2432,8.7229,-2.5315
-7.936,-6.5525,-7.051
-1.2242,-7.4183,-4.0282
8.7761,5.6345,3.2918
10.6073,16.403,6.5881
4.0234,16.5316,4.6045
-1.6008,8.0789,1.8524
-1.6335,-1.0522,1.2586
-0.477,-1.0011,2.3494
-2.466,7.1796,2.7835
-5.9482,8.3513,0.0772
-7.8439,-4.7077,-5.6397
-7.9587,-18.3515,-10.6896
-6.6684,-19.375,-11.6248
-3.5399,-13.0128,-8.9108
-0.1449,-7.4197,-5.1507
0.429,-0.098,-1.7865
-1.1186,8.1424,0.6819
0.1892,8.6195,2.2662
5.6342,3.9857,4.3711
8.6576,6.8653,7.3871
4.0872,14.6627,8.1798
-2.8871,12.7119,4.5374
-4.4246,1.3458,-0.4413
-2.1754,-6.8244,-3.2801
-3.2976,-10.027,-5.5556
-8.475,-14.3189,-9.5045
-11.3824,-17.555,-12.2436
-7.3356,-13.7883,-9.1001
1.6297,-4.3463,-0.7211
8.4067,3.4645,6.0988
7.3854,3.3707,5.5422
1.136,-1.9448,0.4306
-2.2955,-0.9559,-0.8695
-0.3024,8.9753,3.2084
1.5183,13.4372,5.2393
-0.4653,4.6965,1.9162
-2.5143,-3.9264,-1.0462
-1.8514,-3.3784,-1.0721
-2.0699,-4.63,-3.0939
-4.8994,-12.2935,-7.2319
-4.8097,-10.5039,-5.8004
1.2974,6.4751,2.2724
6.7372,17.6533,7.1561
5.214,8.5196,3.6102
1.0126,-4.3593,-0.9171
0.9877,-0.894,0.9153
3.6669,11.5812,5.563
3.8771,13.8646,6.1382
1.3489,4.5897,2.4514
-1.1751,-4.4939,-1.5613
-2.6543,-9.5079,-4.0248
-3.3197,-12.5735,-4.8227
-3.5121,-11.0051,-3.8564
-3.6047,-4.7841,-2.1894
-3.1344,-2.4393,-1.6921
-1.0777,-5.9583,-1.9964
2.2888,-4.2085,-0.3813
5.0253,7.441,3.7477
5.6182,17.3549,7.0269
4.9915,17.2921,7.1517
5.1071,14.2638,6.2241
5.436,13.5018,5.9251
3.3109,7.6545,3.7881
-1.612,-6.8715,-1.746
-5.9221,-18.981,-6.9019
-6.4968,-18.6046,-7.3951
-4.1971,-10.6501,-4.3838
-1.8483,-4.9326,-1.8205
0.3741,-2.7407,-0.4446
3.9665,-0.2229,1.7216
7.1534,3.7598,4.8738
6.5844,8.7851,7.3686
3.4998,14.638,8.5102
1.9378,18.3137,8.0665
2.1338,15.4135,5.17
1.6765,6.2527,0.601
0.7875,-3.3307,-2.192
0.9467,-6.9367,-1.0642
1.0268,-3.5871,1.4246
-0.5637,-0.7012,0.9882
-2.6461,-5.5603,-2.646
-3.5641,-12.2489,-5.4337
-3.5217,-8.9055,-4.5092
-2.2879,1.946,-1.0544
1.6831,7.1114,2.8285
7.4262,5.0576,6.4315
9.7023,5.3353,8.2769
4.5824,8.6321,5.8401
-3.2099,7.047,0.5041
-3.539,1.9574,-1.2071
4.8143,3.2381,3.7879
10.2294,11.1463,9.2915
5.6915,15.1658,8.8109
-0.2411,11.3789,5.1097
0.4058,5.6513,3.0631
1.3455,-0.8716,0.0613
-4.1458,-12.0724,-6.9908
-9.6671,-21.3299,-12.2777
-6.6979,-16.2279,-8.6712
1.9892,-1.8824,0.5111
7.664,4.1944,6.2386
7.7534,3.2698,7.114
7.4513,11.8469,9.1914
10.265,25.4808,13.3246
11.4224,22.5165,12.8712
5.3922,4.6415,5.7401
-4.107,-5.0175,-1.6806
-9.0979,-2.2414,-4.7966
-8.3833,-3.5667,-5.5979
-6.2839,-12.5141,-6.2568
-4.2462,-15.4298,-5.6527
-0.4442,-7.4582,-2.8119
4.521,1.2899,0.9064
7.3757,4.9931,3.7971
7.3671,9.0815,5.8338
7.0029,15.283,7.6067
7.3994,17.0164,8.8289
6.9874,14.1296,9.267
4.5682,13.3615,8.667
0.6761,11.4251,5.3699
-2.7146,-0.3761,-0.5925
-2.9491,-15.3165,-4.4588
-0.027,-18.4468,-2.8808
2.0049,-9.7863,0.2792
0.7326,1.0192,0.8527
-1.8645,-6.5337,-2.9986
-1.7386,4.9763,-1.7173
-2.1163,1.366,-2.1481
-0.6984,-11.3537,-2.2279
3.7578,-11.8071,1.2052
7.8676,7.116,6.8567
7.1704,25.0707,9.0856
1.9545,21.1459,4.8406
-2.7062,1.8582,-1.9641
-3.4252,-11.7789,-5.6756
-2.8414,-13.3359,-6.0607
-4.8393,-12.7402,-6.6584
-8.245,-17.2249,-8.447
-9.1754,-21.9975,-9.0467
-6.6931,-18.8095,-6.8418
-2.8853,-8.8275,-3.2411
0.0265,-2.3014,-0.9204
1.3879,-4.0356,-0.4154
2.6301,-5.716,0.7761
4.9935,1.753,4.3901
6.4613,13.0112,7.6044
4.0873,13.8736,5.8723
-1.3466,1.9576,-0.5751
-6.4801,-8.9479,-6.5034
-9.2836,-9.5947,-8.5277
-9.0535,-8.4456,-8.4026
-5.8923,-15.336,-8.471
-2.5157,-23.0487,-8.0935
-2.3768,-18.6613,-6.3354
-4.3337,-6.1356,-4.2014
-4.0922,-0.3045,-2.3407
-1.3409,-2.0092,0.0034
0.9356,0.3116,2.7426
3.0634,7.4465,4.8443
6.4768,10.4149,6.2625
8.145,9.8326,7.3393
5.9884,12.6761,7.6436
3.7913,16.5448,6.8046
3.2534,14.4,4.7454
0.8224,6.6496,1.454
-2.9509,-2.7514,-2.2935
-3.3976,-12.2588,-5.4902
-2.0397,-18.2305,-7.7901
-3.9458,-16.0092,-8.5798
-7.4549,-8.989,-7.3667
-7.4494,-4.4882,-4.9103
-3.5133,-1.4395,-1.2205
2.1139,4.7968,4.6946
7.5888,10.7062,10.4245
9.2953,10.1273,10.3404
4.2361,3.6458,2.9015
-4.0376,-4.598,-5.9903
-7.9515,-10.2001,-9.0013
-4.9937,-8.882,-5.4726
0.0074,-2.3389,-1.4628
2.2787,2.4172,-0.5849
2.7093,4.1754,0.8801
3.8107,6.8025,5.3783
4.1842,7.1333,7.1264
1.6165,-0.5836,1.5973
-1.5418,-8.8795,-4.4916
-1.7647,-4.5193,-2.4876
-0.458,8.002,4.091
-0.6518,11.3121,5.3948
-0.5282,4.0757,1.0911
2.8946,1.2908,-1.0194
6.6977,5.8003,0.9464
6.1451,6.2364,2.0245
2.9181,2.2781,1.1598
2.2175,4.6718,2.0964
4.589,12.6459,5.4103
6.7369,15.5122,8.0698
7.3249,12.0567,8.8216
6.6137,9.3154,8.231
3.5624,8.0958,5.8651
-1.6996,3.4476,1.3905
-5.6404,-5.2223,-3.6462
-6.142,-13.1996,-7.6223
-5.8494,-16.9539,-10.3745
-6.1159,-15.4917,-10.7096
-2.5929,-6.6947,-5.2663
7.0435,9.5716,5.8287
15.9377,24.5199,15.0214
16.0299,27.5035,15.3336
9.327,20.5017,9.6411
3.8478,14.1992,5.3143
1.8806,11.9798,3.5486
-0.2371,8.7272,1.0029
-3.7415,1.279,-2.6233
-5.8531,-8.0719,-5.0474
-4.7242,-14.5245,-5.4153
-1.625,-14.1156,-4.1585
0.8863,-7.7229,-2.2032
1.9301,-1.0699,-0.8141
3.5028,2.3847,0.5052
7.2975,5.826,3.9286
11.3722,13.2841,9.1512
12.6935,22.8224,12.7869
11.2048,27.8882,12.8819
8.2792,22.7618,10.0236
3.5479,8.0486,4.7138
-2.7613,-6.1907,-1.5194
-6.8287,-8.2383,-4.5018
-5.4781,1.0793,-2.2488
-1.1043,9.1866,1.3267
1.7763,7.9627,1.7735
1.8314,0.7813,-0.6693
0.5253,-6.1403,-3.6203
0.2677,-9.9173,-5.213
3.045,-7.9513,-3.1509
7.9021,2.2555,3.536
11.6044,17.1541,11.4328
12.2249,26.8146,15.1548
9.1906,24.1854,12.4598
2.7799,12.6856,5.7744
-3.5008,1.8198,-0.3402
-5.449,-4.4222,-3.4417
-4.1883,-9.6706,-4.6686
-3.3842,-14.1828,-5.1219
-2.7044,-11.8207,-4.0261
-0.5929,-2.7299,-2.1727
1.1199,3.7495,-2.0381
1.0586,4.0444,-2.9521
1.5019,4.374,-1.7031
3.9352,7.0495,1.6602
5.9353,7.3211,3.7333
4.6132,4.0908,2.8129
0.2677,0.498,0.0974
2.2086,6.7989,2.8863
4.7769,6.522,3.8133
6.6209,16.3924,7.1751
6.3423,22.7371,8.6898
4.0822,14.7666,5.2629
2.0817,5.7481,1.3366
1.4869,6.1524,0.6756
1.3879,6.1336,0.6316
1.9216,0.6534,-0.0239
4.5945,1.2645,2.6212
8.1203,10.0751,8.2749
7.7431,11.5671,9.4654
1.4289,1.3509,3.4468
-5.7647,-4.8107,-2.3976
-7.1359,0.0,-2.3817
-2.9843,2.8613,-0.5984
0.6124,-2.401,-1.7749
1.1726,-3.861,-2.8038
2.0095,4.2274,0.3096
4.4324,10.0447,4.2312
4.8311,6.1143,3.7432
1.652,0.9175,0.293
-1.2517,1.3285,-0.9447
-0.5952,3.253,1.1618
2.2358,4.4768,3.8447
4.514,8.8819,5.5316
5.427,15.5539,6.7673
5.1375,17.8687,7.5455
3.6443,13.2791,6.568
1.4602,5.7576,3.4333
-0.223,1.0573,0.2998
-0.7776,1.2925,-0.3123
-0.8298,1.3637,0.6661
-1.1994,-4.0494,-0.0274
-1.5349,-9.1856,-2.601
-0.6839,-4.6534,-3.5942
1.4118,5.7867,-1.3661
2.7939,10.3078,1.4534
1.1693,5.449,1.4298
-3.095,-4.4731,-2.0957
-6.017,-14.496,-6.0149
-3.9768,-18.2151,-5.6659
0.7604,-12.1258,-0.6048
2.2804,-2.6851,3.5345
0.1328,2.6649,2.8494
0.2758,7.2911,1.2285
4.6106,16.2717,3.4973
6.8696,22.9975,6.8653
2.6027,17.7537,5.3798
-3.5483,3.0408,-0.5132
-5.2097,-10.9846,-5.2039
-3.4548,-19.5203,-6.496
-2.8999,-21.8849,-6.5731
-2.7892,-15.9003,-5.7168
0.4266,-3.5794,-1.9824
4.2391,5.5185,3.0008
3.1277,5.1138,4.7263
-1.0018,0.0768,2.7934
-1.5735,-1.2806,1.1758
1.0441,2.6614,1.515
1.0636,6.6825,1.5665
-2.0585,5.1303,-0.2718
-4.2745,-2.9878,-3.4378
-4.8328,-13.748,-6.9057
-5.3261,-20.7164,-9.0256
-4.958,-18.6555,-7.8623
-2.8082,-9.1781,-4.084
-0.3898,-0.2287,-0.65
1.7639,4.6442,1.6598
4.8277,9.3132,4.5107
6.9957,13.1547,7.1109
4.547,8.5659,6.0062
-1.2388,-4.5593,0.8334
-5.2942,-15.0168,-4.4538
-6.671,-15.3675,-6.9447
-7.9063,-10.7355,-7.5322
-8.5981,-10.35,-8.3323
-6.9128,-15.9263,-9.8042
-3.8819,-19.1916,-9.5824
-0.3538,-11.6767,-4.3667
4.682,2.4739,4.3705
8.7314,10.3237,9.2752
6.5776,7.7206,6.2636
-0.8099,2.0515,0.534
-6.7144,-2.5889,-1.9527
-8.7618,-9.803,-3.2603
-9.459,-19.789,-7.2238
-8.4577,-25.0075,-10.6851
-4.4619,-19.8104,-8.9884
-1.1781,-8.9295,-4.8135
-1.254,-1.7017,-3.1179
-0.2581,1.217,-2.223
4.178,7.0111,1.5531
5.6935,14.0784,5.0123
-0.1691,9.2274,2.3109
-7.6944,-11.5656,-5.1896
-9.8335,-32.3831,-10.3678
-7.6887,-35.8899,-9.8039
-6.514,-23.4325,-6.6678
-7.1795,-9.0353,-4.5597
-5.557,0.1302,-2.5097
0.3954,7.0303,1.4942
6.15,10.7559,4.6562
5.9481,4.3614,2.4256
0.519,-8.8879,-3.3749
-4.4463,-13.9337,-6.2151
-5.7691,-6.4809,-4.6838
-4.7237,-0.1188,-3.3091
-2.9841,-3.5247,-3.694
-1.0623,-9.7543,-3.2344
-0.7026,-14.7406,-2.8465
-3.8116,-23.4109,-6.3042
-7.5466,-30.3652,-10.7491
-6.4423,-20.4565,-8.422
-1.1851,3.9716,0.3169
2.0825,22.1791,6.5263
1.5265,24.4639,6.2122
0.0967,16.9761,3.2346
-1.5669,1.7758,-0.1994
-3.9174,-19.6959,-4.4897
-4.5999,-32.1234,-6.8499
-2.9331,-23.6487,-5.0041
-2.3741,-7.6868,-2.7706
